,period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
143,2010,SGA,USA-GA,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SGA_4,Georgia Natural Gas % of Total Residential - Sales (%),100.0,%
144,2010,SPA,USA-PA,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SPA_4,Pennsylvania Natural Gas % of Total Residential - Sales (%),100.0,%
145,2010,SWA-Z00,WASHINGTON,EPG0,Natural Gas,PM0,Imports Price,NA1274_SWA_3,Washington Natural Gas Imports Price (Dollars per Thousand Cubic Feet),4.22,$/MCF
146,2010,SVT-Z00,USA-VT,EPG0,Natural Gas,PM0,Imports Price,NA1274_SVT_3,Vermont Natural Gas Imports Price (Dollars per Thousand Cubic Feet),6.54,$/MCF
147,2010,SMI-Z00,USA-MI,EPG0,Natural Gas,PM0,Imports Price,NA1274_SMI_3,Michigan Natural Gas Imports Price (Dollars per Thousand Cubic Feet),4.73,$/MCF
148,2010,SND-Z00,USA-ND,EPG0,Natural Gas,PM0,Imports Price,NA1274_SND_3,North Dakota Natural Gas Imports Price (Dollars per Thousand Cubic Feet),4.41,$/MCF
149,2010,SWV,USA-WV,EPG0,Natural Gas,PEU,Electric Power Price,N3045WV3,West Virginia Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),5.14,$/MCF
150,2010,SIL,USA-IL,EPG0,Natural Gas,PEU,Electric Power Price,N3045IL3,Illinois Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),5.14,$/MCF
151,2010,SDE,USA-DE,EPG0,Natural Gas,PEU,Electric Power Price,N3045DE3,Delaware Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
152,2010,SNC,USA-NC,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035NC4,Percent of Industrial Natural Gas Deliveries in North Carolina Represented by the Price (%),11.6,%
153,2010,SMS,USA-MS,EPG0,Natural Gas,PIN,Industrial Price,N3035MS3,Mississippi Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),6.19,$/MCF
154,2010,SOH,OHIO,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SOH_3,Ohio Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),4.63,$/MCF
155,2010,SAZ,USA-AZ,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SAZ_3,Arizona Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),4.11,$/MCF
156,2010,SMI,USA-MI,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SMI_3,Michigan Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),3.79,$/MCF
157,2010,SVA,USA-VA,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SVA_3,Virginia Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),,$/MCF
158,2010,SCO,COLORADO,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020CO4,Percent of Commercial Natural Gas Deliveries in Colorado Represented by the Price (%),94.6,%
159,2010,SAZ,USA-AZ,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020AZ4,Percent of Commercial Natural Gas Deliveries in Arizona Represented by the Price (%),88.7,%
160,2010,NUS,U.S.,EPG0,Natural Gas,PIN,Industrial Price,N3035US3,United States Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),5.49,$/MCF
161,2010,SKS,USA-KS,EPG0,Natural Gas,PG1,City Gate Price,N3050KS3,Natural Gas Citygate Price in Kansas (Dollars per Thousand Cubic Feet),6.08,$/MCF
162,2010,SIA,USA-IA,EPG0,Natural Gas,PG1,City Gate Price,N3050IA3,Natural Gas Citygate Price in Iowa (Dollars per Thousand Cubic Feet),5.69,$/MCF
163,2010,SUT,USA-UT,EPG0,Natural Gas,PG1,City Gate Price,N3050UT3,Natural Gas Citygate Price in Utah (Dollars per Thousand Cubic Feet),5.53,$/MCF
164,2010,SOH,OHIO,EPG0,Natural Gas,PEU,Electric Power Price,N3045OH3,Ohio Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),5.01,$/MCF
165,2010,SNY,NEW YORK,EPG0,Natural Gas,PIN,Industrial Price,N3035NY3,New York Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),8.55,$/MCF
166,2010,SWA,WASHINGTON,EPG0,Natural Gas,PG1,City Gate Price,N3050WA3,Natural Gas Citygate Price in Washington (Dollars per Thousand Cubic Feet),6.29,$/MCF
167,2010,SOR,USA-OR,EPG0,Natural Gas,PG1,City Gate Price,N3050OR3,Natural Gas Citygate Price in Oregon (Dollars per Thousand Cubic Feet),6.78,$/MCF
168,2010,SHI,USA-HI,EPG0,Natural Gas,PG1,City Gate Price,N3050HI3,Natural Gas Citygate Price in Hawaii (Dollars per Thousand Cubic Feet),22.94,$/MCF
169,2010,SCA,CALIFORNIA,EPG0,Natural Gas,PEU,Electric Power Price,N3045CA3,California Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),4.99,$/MCF
170,2010,SOK,USA-OK,EPG0,Natural Gas,PIN,Industrial Price,N3035OK3,Oklahoma Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),8.23,$/MCF
171,2010,SNJ,USA-NJ,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035NJ4,Percent of Industrial Natural Gas Deliveries in New Jersey Represented by the Price (%),8.4,%
172,2010,SMO,USA-MO,EPG0,Natural Gas,PIN,Industrial Price,N3035MO3,Missouri Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),8.7,$/MCF
173,2010,SWI,USA-WI,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035WI4,Percent of Industrial Natural Gas Deliveries in Wisconsin Represented by the Price (%),17.4,%
174,2010,SIA,USA-IA,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035IA4,Percent of Industrial Natural Gas Deliveries in Iowa Represented by the Price (%),5.8,%
175,2010,SCT,USA-CT,EPG0,Natural Gas,PIN,Industrial Price,N3035CT3,Connecticut Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),9.6,$/MCF
176,2010,NUS,U.S.,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035US4,Percent of Industrial Natural Gas Deliveries in U.S. Total Represented by the Price (%),18.0,%
177,2010,SRI,USA-RI,EPG0,Natural Gas,PIN,Industrial Price,N3035RI3,Rhode Island Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),12.13,$/MCF
178,2010,SIL,USA-IL,EPG0,Natural Gas,PIN,Industrial Price,N3035IL3,Illinois Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),7.13,$/MCF
179,2010,SDC,USA-DC,EPG0,Natural Gas,PIN,Industrial Price,N3035DC3,District of Columbia Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),,$/MCF
180,2010,SCA,CALIFORNIA,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035CA4,Percent of Industrial Natural Gas Deliveries in California Represented by the Price (%),4.6,%
181,2010,SPA,USA-PA,EPG0,Natural Gas,PIN,Industrial Price,N3035PA3,Pennsylvania Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),8.23,$/MCF
182,2010,SME,USA-ME,EPG0,Natural Gas,PIN,Industrial Price,N3035ME3,Maine Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),11.23,$/MCF
183,2010,SDE,USA-DE,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035DE4,Percent of Industrial Natural Gas Deliveries in Delaware Represented by the Price (%),5.3,%
184,2010,SDC,USA-DC,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035DC4,Percent of Industrial Natural Gas Deliveries in District of Columbia Represented by the Price (%),0.0,%
185,2010,SGA,USA-GA,EPG0,Natural Gas,PIN,Industrial Price,N3035GA3,Georgia Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),6.25,$/MCF
186,2010,SWA,WASHINGTON,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020WA4,Percent of Commercial Natural Gas Deliveries in Washington Represented by the Price (%),87.8,%
187,2010,SNC,USA-NC,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NC4,Percent of Commercial Natural Gas Deliveries in North Carolina Represented by the Price (%),84.8,%
188,2010,SMA,MASSACHUSETTS,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020MA3,Massachusetts Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),12.0,$/MCF
189,2010,SMS,USA-MS,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020MS3,Mississippi Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),8.75,$/MCF
190,2010,SVT,USA-VT,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010VT3,Vermont Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),16.14,$/MCF
191,2010,STN,USA-TN,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035TN4,Percent of Industrial Natural Gas Deliveries in Tennessee Represented by the Price (%),35.7,%
192,2010,SSD,USA-SD,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035SD4,Percent of Industrial Natural Gas Deliveries in South Dakota Represented by the Price (%),10.4,%
193,2010,SMI,USA-MI,EPG0,Natural Gas,PIN,Industrial Price,N3035MI3,Michigan Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),9.25,$/MCF
194,2010,SMS,USA-MS,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MS4,Percent of Commercial Natural Gas Deliveries in Mississippi Represented by the Price (%),90.6,%
195,2010,SMD,USA-MD,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MD4,Percent of Commercial Natural Gas Deliveries in Maryland Represented by the Price (%),100.0,%
196,2010,SNC,USA-NC,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NC3,North Carolina Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),10.18,$/MCF
197,2010,SOR,USA-OR,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010OR3,Oregon Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.49,$/MCF
198,2010,SND,USA-ND,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020ND4,Percent of Commercial Natural Gas Deliveries in North Dakota Represented by the Price (%),92.6,%
199,2010,SID,USA-ID,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020ID4,Percent of Commercial Natural Gas Deliveries in Idaho Represented by the Price (%),82.0,%
200,2010,SCO,COLORADO,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020CO3,Colorado Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.58,$/MCF
201,2010,SAL,USA-AL,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020AL4,Percent of Commercial Natural Gas Deliveries in Alabama Represented by the Price (%),79.3,%
202,2010,SMO,USA-MO,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010MO3,Missouri Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.66,$/MCF
203,2010,SFL,FLORIDA,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020FL3,Florida Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),10.6,$/MCF
204,2010,SCT,USA-CT,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020CT3,Connecticut Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),9.55,$/MCF
205,2010,SMI,USA-MI,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MI4,Percent of Commercial Natural Gas Deliveries in Michigan Represented by the Price (%),100.0,%
206,2010,SNJ,USA-NJ,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NJ3,New Jersey Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),12.84,$/MCF
207,2010,SSD,USA-SD,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SSD_3,South Dakota Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),,$/MCF
208,2010,SMO,USA-MO,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SMO_3,Missouri Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),6.34,$/MCF
209,2010,SLA,USA-LA,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SLA_3,Louisiana Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),11.14,$/MCF
210,2010,SWV,USA-WV,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SWV_3,West Virginia Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),,$/MCF
211,2010,SUT,USA-UT,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SUT_4,Utah Natural Gas % of Total Residential - Sales (%),100.0,%
212,2010,SCO,COLORADO,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SCO_3,Colorado Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),10.79,$/MCF
213,2010,SSC,USA-SC,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SSC_3,South Carolina Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),11.16,$/MCF
214,2010,SMI,USA-MI,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SMI_3,Michigan Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),,$/MCF
215,2010,SAZ,USA-AZ,EPG0,Natural Gas,PDV,Vehicle Fuel Price,NA1570_SAZ_3,Arizona Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet),12.35,$/MCF
216,2010,SND,USA-ND,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SND_4,North Dakota Natural Gas % of Total Residential - Sales (%),100.0,%
217,2010,SAK,USA-AK,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SAK_4,Alaska Natural Gas % of Total Residential - Sales (%),100.0,%
218,2010,SMA,MASSACHUSETTS,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SMA_4,Massachusetts Natural Gas % of Total Residential - Sales (%),85.4,%
219,2010,SOR,USA-OR,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SOR_4,Oregon Natural Gas % of Total Residential - Sales (%),100.0,%
220,2010,SHI,USA-HI,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SHI_4,Hawaii Natural Gas % of Total Residential - Sales (%),100.0,%
221,2010,SAL,USA-AL,EPG0,Natural Gas,VRX,Percent Sold to The Commercial Sector,NA1504_SAL_4,Alabama Natural Gas % of Total Residential - Sales (%),100.0,%
222,2010,STN,USA-TN,EPG0,Natural Gas,PIN,Industrial Price,N3035TN3,Tennessee Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),6.64,$/MCF
223,2010,SNH,USA-NH,EPG0,Natural Gas,PIN,Industrial Price,N3035NH3,New Hampshire Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),11.59,$/MCF
224,2010,SIN,USA-IN,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035IN4,Percent of Industrial Natural Gas Deliveries in Indiana Represented by the Price (%),5.6,%
225,2010,SUT,USA-UT,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020UT4,Percent of Commercial Natural Gas Deliveries in Utah Represented by the Price (%),86.2,%
226,2010,SNY,NEW YORK,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SNY_3,New York Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),4.65,$/MCF
227,2010,SWY,USA-WY,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SWY_3,Wyoming Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),4.3,$/MCF
228,2010,SNM,USA-NM,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SNM_3,New Mexico Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),5.32,$/MCF
229,2010,SKY,USA-KY,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SKY_3,Kentucky Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),4.47,$/MCF
230,2010,SPA,USA-PA,EPG0,Natural Gas,FWA,Wellhead Acquisition Price,NA1140_SPA_3,Pennsylvania Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),,$/MCF
231,2010,SMN,MINNESOTA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020MN4,Percent of Commercial Natural Gas Deliveries in Minnesota Represented by the Price (%),93.1,%
232,2010,SAZ,USA-AZ,EPG0,Natural Gas,PG1,City Gate Price,N3050AZ3,Natural Gas Citygate Price in Arizona (Dollars per Thousand Cubic Feet),6.59,$/MCF
233,2010,SWY,USA-WY,EPG0,Natural Gas,PG1,City Gate Price,N3050WY3,Natural Gas Citygate Price in Wyoming (Dollars per Thousand Cubic Feet),5.04,$/MCF
234,2010,SFL,FLORIDA,EPG0,Natural Gas,PEU,Electric Power Price,N3045FL3,Florida Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),6.54,$/MCF
235,2010,SMO,USA-MO,EPG0,Natural Gas,PEU,Electric Power Price,N3045MO3,Missouri Natural Gas Price Sold to Electric Power Consumers (Dollars per Thousand Cubic Feet),,$/MCF
236,2010,SUT,USA-UT,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035UT4,Percent of Industrial Natural Gas Deliveries in Utah Represented by the Price (%),12.1,%
237,2010,SMN,MINNESOTA,EPG0,Natural Gas,PG1,City Gate Price,N3050MN3,Natural Gas Citygate Price in Minnesota (Dollars per Thousand Cubic Feet),5.48,$/MCF
238,2010,SCT,USA-CT,EPG0,Natural Gas,PG1,City Gate Price,N3050CT3,Natural Gas Citygate Price in Connecticut (Dollars per Thousand Cubic Feet),6.58,$/MCF
239,2010,SIL,USA-IL,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035IL4,Percent of Industrial Natural Gas Deliveries in Illinois Represented by the Price (%),7.4,%
240,2010,SWY,USA-WY,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035WY4,Percent of Industrial Natural Gas Deliveries in Wyoming Represented by the Price (%),1.1,%
241,2010,SOH,OHIO,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035OH4,Percent of Industrial Natural Gas Deliveries in Ohio Represented by the Price (%),2.1,%
242,2010,SFL,FLORIDA,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035FL4,Percent of Industrial Natural Gas Deliveries in Florida Represented by the Price (%),3.0,%
243,2010,SPA,USA-PA,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035PA4,Percent of Industrial Natural Gas Deliveries in Pennsylvania Represented by the Price (%),3.8,%
244,2010,SOR,USA-OR,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020OR3,Oregon Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),10.1,$/MCF
245,2010,SKS,USA-KS,EPG0,Natural Gas,PIN,Industrial Price,N3035KS3,Kansas Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),5.49,$/MCF
246,2010,SCA,CALIFORNIA,EPG0,Natural Gas,PIN,Industrial Price,N3035CA3,California Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),7.02,$/MCF
247,2010,SAK,USA-AK,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035AK4,Percent of Industrial Natural Gas Deliveries in Alaska Represented by the Price (%),70.5,%
248,2010,SNE,USA-NE,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NE4,Percent of Commercial Natural Gas Deliveries in Nebraska Represented by the Price (%),60.6,%
249,2010,SNY,NEW YORK,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NY3,New York Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),10.88,$/MCF
250,2010,SNJ,USA-NJ,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020NJ4,Percent of Commercial Natural Gas Deliveries in New Jersey Represented by the Price (%),36.1,%
251,2010,SSD,USA-SD,EPG0,Natural Gas,PIN,Industrial Price,N3035SD3,South Dakota Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),5.92,$/MCF
252,2010,SCT,USA-CT,EPG0,Natural Gas,VFA,% of Industrial Consumers - Sales,N3035CT4,Percent of Industrial Natural Gas Deliveries in Connecticut Represented by the Price (%),31.1,%
253,2010,SIN,USA-IN,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020IN3,Indiana Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),7.55,$/MCF
254,2010,SPA,USA-PA,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020PA4,Percent of Commercial Natural Gas Deliveries in Pennsylvania Represented by the Price (%),100.0,%
255,2010,SNV,USA-NV,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020NV3,Nevada Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),9.77,$/MCF
256,2010,SRI,USA-RI,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010RI3,Rhode Island Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),16.48,$/MCF
257,2010,SME,USA-ME,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010ME3,Maine Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),14.14,$/MCF
258,2010,SHI,USA-HI,EPG0,Natural Gas,VFC,Percent Sold to The Residential Consumers,N3020HI4,Percent of Commercial Natural Gas Deliveries in Hawaii Represented by the Price (%),100.0,%
259,2010,SUT,USA-UT,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010UT3,Utah Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),8.22,$/MCF
260,2010,SOH,OHIO,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010OH3,Ohio Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),11.13,$/MCF
261,2010,SDC,USA-DC,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010DC3,District of Columbia Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),13.53,$/MCF
262,2010,SAK,USA-AK,EPG0,Natural Gas,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),8.78,$/MCF
263,2010,SNH,USA-NH,EPG0,Natural Gas,PRS,Price Delivered to Residential Consumers,N3010NH3,New Hampshire Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),14.46,$/MCF
