,period,average-employees,labor-hours,number-of-mines,production,productivity,GDP
4027,2011,136.0,331784.0,1.0,2148926,6.48,15599.728123
4029,2011,136.0,331784.0,1.0,2148926,6.48,15599.728123
4031,2011,136.0,331784.0,1.0,2148926,6.48,15599.728123
4033,2011,1779.0,3799858.0,8.0,19648020,5.17,15599.728123
4036,2011,1797.0,3839900.0,8.0,19648020,5.12,15599.728123
4038,2011,464.0,898568.0,1.0,3983025,4.43,15599.728123
4039,2011,136.0,331784.0,1.0,2148926,6.48,15599.728123
4041,2011,234.0,567344.0,1.0,3043110,5.36,15599.728123
4043,2011,6805.0,14382671.0,17.0,435630278,30.29,15599.728123
4045,2011,7039.0,14950015.0,18.0,438673388,29.34,15599.728123
4048,2011,828.0,1718825.0,3.0,17939432,10.44,15599.728123
4050,2011,1292.0,2617393.0,4.0,21922457,8.38,15599.728123
4052,2011,296.0,710628.0,1.0,5135570,7.23,15599.728123
4055,2011,955.0,1856028.0,5.0,36872668,19.87,15599.728123
4059,2011,1251.0,2566656.0,6.0,42008238,16.37,15599.728123
4061,2011,1927.0,3964932.0,7.0,21507613,5.42,15599.728123
4064,2011,478.0,946318.0,3.0,5382019,5.69,15599.728123
4067,2011,2405.0,4911250.0,10.0,26889632,5.48,15599.728123
4069,2011,419.0,961579.0,1.0,8110942,8.44,15599.728123
4071,2011,419.0,961579.0,1.0,8110942,8.44,15599.728123
4074,2011,4700.0,9941330.0,18.0,53317338,5.36,15599.728123
4078,2011,9503.0,19905463.0,29.0,503935339,25.32,15599.728123
4082,2011,14203.0,29846793.0,47.0,557252677,18.67,15599.728123
4084,2011,2936.0,6330857.0,13.0,45903597,7.25,15599.728123
4086,2011,2936.0,6330857.0,13.0,45903597,7.25,15599.728123
4088,2011,49.0,132823.0,1.0,408358,3.07,15599.728123
4090,2011,135.0,336418.0,5.0,736307,2.19,15599.728123
4092,2011,184.0,469241.0,6.0,1144665,2.44,15599.728123
4094,2011,259.0,547070.0,1.0,3864700,7.06,15599.728123
4096,2011,259.0,547070.0,1.0,3864700,7.06,15599.728123
4098,2011,67.0,186355.0,1.0,126628,0.68,15599.728123
4100,2011,3.0,5072.0,1.0,6719,1.32,15599.728123
4102,2011,70.0,191427.0,2.0,133347,0.7,15599.728123
4104,2011,116.0,319178.0,2.0,534986,1.68,15599.728123
4107,2011,3333.0,7219417.0,20.0,50511323,7.0,15599.728123
4110,2011,3449.0,7538595.0,22.0,51046309,6.77,15599.728123
4112,2011,179.0,364616.0,6.0,422651,1.16,15599.728123
4114,2011,326.0,706728.0,15.0,1124384,1.59,15599.728123
4116,2011,505.0,1071344.0,21.0,1547035,1.44,15599.728123
4118,2011,224.0,447417.0,1.0,2746744,6.14,15599.728123
4120,2011,224.0,447417.0,1.0,2746744,6.14,15599.728123
4122,2011,3616.0,9028130.0,13.0,31902825,3.53,15599.728123
4124,2011,737.0,1801656.0,12.0,8932937,4.96,15599.728123
4126,2011,4353.0,10829786.0,25.0,40835762,3.77,15599.728123
4128,2011,8455.0,19713057.0,156.0,33345317,1.69,15599.728123
4130,2011,5826.0,13390193.0,219.0,34585071,2.58,15599.728123
4132,2011,14281.0,33103250.0,375.0,67930388,2.05,15599.728123
4134,2011,12071.0,28741187.0,169.0,65248142,2.27,15599.728123
4136,2011,6563.0,15191849.0,231.0,43518008,2.86,15599.728123
4138,2011,18634.0,43933036.0,400.0,108766150,2.48,15599.728123
4140,2011,3138.0,7522733.0,9.0,10878707,1.45,15599.728123
4142,2011,1618.0,3933298.0,43.0,8192343,2.08,15599.728123
4144,2011,4756.0,11456031.0,52.0,19071050,1.66,15599.728123
4146,2011,15388.0,36628536.0,184.0,76549500,2.09,15599.728123
4149,2011,8731.0,20279292.0,290.0,55581479,2.74,15599.728123
4152,2011,24119.0,56907828.0,474.0,132130979,2.32,15599.728123
4154,2011,11725.0,27703659.0,138.0,44805017,1.62,15599.728123
4156,2011,5936.0,14349370.0,97.0,48007976,3.35,15599.728123
4158,2011,3591.0,7753440.0,24.0,53760062,6.93,15599.728123
4161,2011,3707.0,8072618.0,26.0,54295048,6.73,15599.728123
4165,2011,54395.0,127226899.0,508.0,345605509,2.72,15599.728123
4170,2011,37087.0,83458669.0,788.0,748371588,8.97,15599.728123
4173,2011,129.0,224555.0,29.0,1650439,7.35,15599.728123
4178,2011,91611.0,210910123.0,1325.0,1095627536,5.19,15599.728123
4181,2011,4816.0,10260508.0,20.0,53852324,5.25,15599.728123
4185,2011,14175.0,29876213.0,57.0,585329002,19.59,15599.728123
4189,2011,18991.0,40136721.0,77.0,639181326,15.93,15599.728123
4192,2011,49579.0,116966391.0,488.0,291753185,2.49,15599.728123
4196,2011,22912.0,53582456.0,731.0,163042586,3.04,15599.728123
4199,2011,3429.0,7180127.0,13.0,40519800,5.64,15599.728123
4203,2011,72491.0,170548847.0,1219.0,454795771,2.67,15599.728123
4206,2011,4700.0,9941330.0,18.0,53317338,5.36,15599.728123
4210,2011,9639.0,20237247.0,30.0,506084265,25.01,15599.728123
4214,2011,14339.0,30178577.0,48.0,559401603,18.54,15599.728123
4216,2011,32655.0,77106910.0,348.0,161352129,2.09,15599.728123
4219,2011,18708.0,43464656.0,443.0,159423662,3.67,15599.728123
4222,2011,51363.0,120571566.0,791.0,320775791,2.66,15599.728123
4224,2011,7352.0,17374339.0,33.0,68157607,3.92,15599.728123
4227,2011,4502.0,10448313.0,72.0,63937601,6.12,15599.728123
4230,2011,11854.0,27822652.0,105.0,132095208,4.75,15599.728123
4233,2011,9688.0,22804320.0,109.0,62778435,2.75,15599.728123
4236,2011,4238.0,9308453.0,243.0,18926060,2.03,15599.728123
4239,2011,13926.0,32112773.0,352.0,81704495,2.54,15599.728123
4241,2011,17661.0,42053029.0,235.0,92812993,2.21,15599.728123
4243,2011,5238.0,12042054.0,21.0,38589978,3.2,15599.728123
4245,2011,408.0,926473.0,17.0,3258774,3.52,15599.728123
4247,2011,5646.0,12968527.0,38.0,41848752,3.23,15599.728123
4249,2011,16963.0,39745713.0,159.0,83394995,2.1,15599.728123
4251,2011,6344.0,15275843.0,114.0,51266750,3.36,15599.728123
4253,2011,23307.0,55021556.0,273.0,134661745,2.45,15599.728123
4255,2011,3796.0,9049884.0,61.0,15461238,1.71,15599.728123
4257,2011,1465.0,3399164.0,49.0,7061430,2.08,15599.728123
4259,2011,5261.0,12449048.0,110.0,22522668,1.81,15599.728123
4261,2011,188.0,413483.0,3.0,872648,2.11,15599.728123
4263,2011,300.0,690104.0,19.0,2064110,2.99,15599.728123
4265,2011,488.0,1103587.0,22.0,2936758,2.66,15599.728123
4267,2011,20947.0,49209080.0,223.0,99728881,2.03,15599.728123
4269,2011,8109.0,19365111.0,182.0,60392290,3.12,15599.728123
4271,2011,29056.0,68574191.0,405.0,160121171,2.34,15599.728123
4273,2011,1169.0,2332943.0,4.0,28231419,12.1,15599.728123
4275,2011,1169.0,2332943.0,4.0,28231419,12.1,15599.728123
4277,2011,26.0,67794.0,2.0,464738,6.86,15599.728123
4279,2011,26.0,67794.0,2.0,464738,6.86,15599.728123
4281,2011,8.0,18812.0,1.0,37257,1.98,15599.728123
4283,2011,8.0,18812.0,1.0,37257,1.98,15599.728123
4286,2011,1203.0,2419549.0,7.0,28733414,11.88,15599.728123
4289,2011,1203.0,2419549.0,7.0,28733414,11.88,15599.728123
4291,2011,1909.0,4460784.0,10.0,18971510,4.25,15599.728123
4293,2011,1097.0,2757579.0,36.0,9194204,3.33,15599.728123
4295,2011,3006.0,7218363.0,46.0,28165714,3.9,15599.728123
4297,2011,1880.0,4798491.0,8.0,16468928,3.43,15599.728123
4299,2011,1660.0,4016384.0,20.0,20956755,5.22,15599.728123
4301,2011,3540.0,8814875.0,28.0,37425683,4.25,15599.728123
4303,2011,3563.0,8115064.0,15.0,32717169,4.03,15599.728123
4305,2011,542.0,1254801.0,9.0,5053228,4.03,15599.728123
4307,2011,4105.0,9369865.0,24.0,37770397,4.03,15599.728123
4309,2011,7352.0,17374339.0,33.0,68157607,3.92,15599.728123
4311,2011,3299.0,8028764.0,65.0,35204187,4.38,15599.728123
4313,2011,10651.0,25403103.0,98.0,103361794,4.07,15599.728123
4315,2011,5742.0,13488487.0,38.0,47150814,3.5,15599.728123
4317,2011,1971.0,4247034.0,144.0,9900024,2.33,15599.728123
4321,2011,2773.0,5909289.0,194.0,11864630,2.01,15599.728123
4324,2011,5892.0,13754436.0,48.0,47317197,3.44,15599.728123
4327,2011,8665.0,19663725.0,242.0,59181827,3.01,15599.728123
4328,2010,3649.0,7882625.0,22.0,33241392,4.22,15048.964444
4330,2010,466.0,1078470.0,8.0,4955228,4.59,15048.964444
4332,2010,3183.0,6804155.0,14.0,28286164,4.16,15048.964444
4334,2010,3342.0,8296199.0,29.0,34949969,4.21,15048.964444
4336,2010,1629.0,4096617.0,21.0,20663314,5.04,15048.964444
4338,2010,1713.0,4199582.0,8.0,14286655,3.4,15048.964444
4340,2010,2826.0,6744034.0,42.0,26706556,3.96,15048.964444
4342,2010,1088.0,2700944.0,32.0,9243567,3.42,15048.964444
4344,2010,1738.0,4043090.0,10.0,17462989,4.32,15048.964444
4346,2010,1173.0,2321707.0,7.0,29540112,12.72,15048.964444
4349,2010,1173.0,2321707.0,7.0,29540112,12.72,15048.964444
4352,2010,36.0,95341.0,1.0,132691,1.39,15048.964444
4354,2010,36.0,95341.0,1.0,132691,1.39,15048.964444
4356,2010,23.0,64436.0,2.0,458477,7.12,15048.964444
4358,2010,23.0,64436.0,2.0,458477,7.12,15048.964444
4360,2010,1114.0,2161930.0,4.0,28948944,13.39,15048.964444
4362,2010,1114.0,2161930.0,4.0,28948944,13.39,15048.964444
4364,2010,26470.0,62206411.0,380.0,160190307,2.58,15048.964444
4366,2010,7658.0,18393768.0,164.0,60800576,3.31,15048.964444
4368,2010,18812.0,43812643.0,216.0,99389731,2.27,15048.964444
4370,2010,422.0,945284.0,22.0,2585156,2.73,15048.964444
4372,2010,273.0,606987.0,19.0,1908140,3.14,15048.964444
4374,2010,149.0,338297.0,3.0,677016,2.0,15048.964444
4376,2010,4957.0,11140032.0,106.0,22385402,2.01,15048.964444
4378,2010,1430.0,3144015.0,45.0,8216817,2.61,15048.964444
4380,2010,3527.0,7996017.0,61.0,14168585,1.77,15048.964444
4382,2010,21091.0,50121095.0,252.0,135219749,2.7,15048.964444
4384,2010,5955.0,14642766.0,100.0,50675619,3.46,15048.964444
4386,2010,15136.0,35478329.0,152.0,84544130,2.38,15048.964444
4388,2010,5060.0,11742292.0,34.0,41306140,3.52,15048.964444
4390,2010,490.0,1085630.0,15.0,4004247,3.69,15048.964444
4392,2010,4570.0,10656662.0,19.0,37301893,3.5,15048.964444
4394,2010,16031.0,38378803.0,218.0,93913609,2.45,15048.964444
4396,2010,5465.0,13557136.0,85.0,46671372,3.44,15048.964444
4399,2010,2247.0,4494882.0,10.0,25162526,5.6,15048.964444
4402,2010,489.0,1006200.0,3.0,5077841,5.05,15048.964444
4405,2010,1758.0,3488682.0,7.0,20084685,5.76,15048.964444
4407,2010,1206.0,2613361.0,6.0,44732165,17.12,15048.964444
4410,2010,964.0,1975552.0,5.0,40343313,20.42,15048.964444
4413,2010,242.0,637809.0,1.0,4388852,6.88,15048.964444
4415,2010,1269.0,2453989.0,4.0,20990588,8.55,15048.964444
4417,2010,806.0,1582152.0,3.0,16058697,10.15,15048.964444
4419,2010,463.0,871837.0,1.0,4931891,5.66,15048.964444
4421,2010,1822.0,3838301.0,8.0,19350951,5.04,15048.964444
4424,2010,1814.0,3819487.0,8.0,19350951,5.07,15048.964444
4426,2010,6857.0,14363167.0,19.0,442522372,30.81,15048.964444
4428,2010,6644.0,13828591.0,18.0,438703228,31.72,15048.964444
4430,2010,213.0,534576.0,1.0,3819144,7.14,15048.964444
4432,2010,127.0,309160.0,1.0,2151094,6.96,15048.964444
4434,2010,127.0,309160.0,1.0,2151094,6.96,15048.964444
4436,2010,127.0,309160.0,1.0,2151094,6.96,15048.964444
4438,2010,127.0,309160.0,1.0,2151094,6.96,15048.964444
4440,2010,56325.0,130147331.0,1098.0,335247719,2.58,15048.964444
4443,2010,18635.0,42627320.0,656.0,123271380,2.89,15048.964444
4446,2010,37690.0,87520011.0,442.0,211976339,2.42,15048.964444
4449,2010,35408.0,81989382.0,710.0,186141816,2.27,15048.964444
4451,2010,12719.0,29588237.0,352.0,89788258,3.03,15048.964444
4453,2010,10566.0,24821667.0,133.0,47242237,1.9,15048.964444
4455,2010,23085.0,53229597.0,462.0,130658741,2.45,15048.964444
4458,2010,8179.0,18246411.0,278.0,53597715,2.94,15048.964444
4461,2010,14906.0,34983186.0,184.0,77061026,2.2,15048.964444
4463,2010,4341.0,10333695.0,50.0,19914940,1.93,15048.964444
4464,2010,22689.0,52401145.0,358.0,96353558,1.84,15048.964444
4466,2010,16576.0,37824254.0,338.0,129190963,3.42,15048.964444
4469,2010,4545.0,9716377.0,262.0,26081574,2.68,15048.964444
4472,2010,12031.0,28107877.0,76.0,103109389,3.67,15048.964444
4475,2010,4341.0,10333695.0,50.0,19914940,1.93,15048.964444
4477,2010,1371.0,3322706.0,42.0,7401548,2.23,15048.964444
4479,2010,2970.0,7010989.0,8.0,12513392,1.78,15048.964444
4481,2010,11083.0,26119853.0,76.0,105088852,4.02,15048.964444
4483,2010,2847.0,6727380.0,42.0,32911135,4.89,15048.964444
4485,2010,8236.0,19392473.0,34.0,72177717,3.72,15048.964444
4487,2010,6896.0,14371587.0,16.0,468428341,32.59,15048.964444
4489,2010,6896.0,14371587.0,16.0,468428341,32.59,15048.964444
4491,2010,13225.0,29532676.0,346.0,80978513,2.74,15048.964444
4494,2010,4124.0,8466831.0,241.0,19142437,2.26,15048.964444
4499,2010,985.0,2186144.0,4.0,13661726,6.25,15048.964444
4502,2010,3585.0,7715195.0,30.0,50563928,6.55,15048.964444
4505,2010,3486.0,7507366.0,27.0,50138893,6.68,15048.964444
4508,2010,99.0,207829.0,3.0,425035,2.05,15048.964444
4510,2010,4192.0,8706515.0,21.0,79483983,9.13,15048.964444
4514,2010,3207.0,6520371.0,17.0,65822257,10.09,15048.964444
4516,2010,9101.0,21065845.0,105.0,61836076,2.94,15048.964444
4519,2010,10990.0,25244565.0,100.0,124438029,4.93,15048.964444
4522,2010,4356.0,10197738.0,68.0,64402221,6.32,15048.964444
4525,2010,6634.0,15046827.0,32.0,60035808,3.99,15048.964444
4527,2010,47892.0,111367068.0,762.0,314432901,2.82,15048.964444
4530,2010,17602.0,40359427.0,420.0,151725694,3.76,15048.964444
4533,2010,30290.0,71007641.0,342.0,162707207,2.29,15048.964444
4535,2010,13950.0,29061516.0,49.0,562661973,19.36,15048.964444
4539,2010,9460.0,19709125.0,31.0,510086450,25.88,15048.964444
4543,2010,4490.0,9352391.0,18.0,52575523,5.62,15048.964444
4546,2010,67640.0,156751510.0,1175.0,444340076,2.83,15048.964444
4550,2010,21714.0,49839026.0,699.0,160186020,3.21,15048.964444
4554,2010,45926.0,106912484.0,476.0,284154056,2.66,15048.964444
4557,2010,18417.0,38454315.0,82.0,638171340,16.6,15048.964444
4561,2010,13828.0,28894095.0,61.0,585170782,20.25,15048.964444
4565,2010,4589.0,9560220.0,21.0,53000558,5.54,15048.964444
4568,2010,86195.0,195433596.0,1285.0,1084368148,5.55,15048.964444
4573,2010,138.0,227771.0,28.0,1856732,8.15,15048.964444
4576,2010,35542.0,78733121.0,760.0,745356802,9.47,15048.964444
4581,2010,50515.0,116472704.0,497.0,337154614,2.89,15048.964444
4585,2010,8268.0,18392644.0,240.0,58593111,3.19,15048.964444
4588,2010,2694.0,5322816.0,196.0,10925620,2.05,15048.964444
4591,2010,5574.0,13069828.0,44.0,47667491,3.65,15048.964444
4594,2010,8268.0,18392644.0,240.0,58593111,3.19,15048.964444
4597,2010,2694.0,5322816.0,196.0,10925620,2.05,15048.964444
4600,2010,5574.0,13069828.0,44.0,47667491,3.65,15048.964444
4603,2010,928.0,1736861.0,59.0,1705130,0.98,15048.964444
4605,2010,795.0,1507280.0,50.0,1566476,1.04,15048.964444
4607,2010,133.0,229581.0,9.0,138654,0.6,15048.964444
4609,2010,7340.0,16655783.0,181.0,56887981,3.42,15048.964444
4611,2010,1899.0,3815536.0,146.0,9359144,2.45,15048.964444
4613,2010,5441.0,12840247.0,35.0,47528837,3.7,15048.964444
4615,2010,9817.0,22922858.0,93.0,94897917,4.14,15048.964444
4617,2010,3183.0,7876031.0,61.0,34862109,4.43,15048.964444
4619,2010,6634.0,15046827.0,32.0,60035808,3.99,15048.964444
4622,2010,1371.0,3322706.0,42.0,7401548,2.23,15048.964444
4624,2010,2970.0,7010989.0,8.0,12513392,1.78,15048.964444
4626,2010,17966.0,41198526.0,392.0,104960118,2.55,15048.964444
4628,2010,6232.0,13668659.0,221.0,40967199,3.0,15048.964444
4630,2010,11734.0,27529867.0,171.0,63992919,2.32,15048.964444
4632,2010,13874.0,31257497.0,367.0,68062627,2.18,15048.964444
4634,2010,5480.0,12116366.0,208.0,33674606,2.78,15048.964444
4636,2010,8394.0,19141131.0,159.0,34388021,1.8,15048.964444
4638,2010,4092.0,9941029.0,25.0,36897491,3.71,15048.964444
4640,2010,752.0,1552293.0,13.0,7292593,4.7,15048.964444
4642,2010,3340.0,8388736.0,12.0,29604898,3.53,15048.964444
4644,2010,232.0,484326.0,1.0,4003505,8.27,15048.964444
4646,2010,232.0,484326.0,1.0,4003505,8.27,15048.964444
4648,2010,546.0,1213050.0,19.0,1780178,1.47,15048.964444
4650,2010,344.0,770720.0,14.0,1225463,1.59,15048.964444
4652,2010,202.0,442330.0,5.0,554715,1.25,15048.964444
4654,2010,3294.0,7071092.0,26.0,45969255,6.5,15048.964444
4657,2010,3195.0,6863263.0,23.0,45544220,6.64,15048.964444
4660,2010,99.0,207829.0,3.0,425035,2.05,15048.964444
4662,2010,29.0,66590.0,2.0,32301,0.49,15048.964444
4664,2010,2.0,1964.0,1.0,1157,0.59,15048.964444
4666,2010,27.0,64626.0,1.0,31144,0.48,15048.964444
4668,2010,261.0,545221.0,2.0,3944542,7.23,15048.964444
4670,2010,261.0,545221.0,2.0,3944542,7.23,15048.964444
4672,2010,217.0,445303.0,10.0,1010411,2.27,15048.964444
4674,2010,145.0,302100.0,8.0,616520,2.04,15048.964444
4676,2010,72.0,143203.0,2.0,393891,2.75,15048.964444
4678,2010,2787.0,6013978.0,12.0,40982001,6.81,15048.964444
4680,2010,2787.0,6013978.0,12.0,40982001,6.81,15048.964444
4682,2010,13823.0,28752356.0,48.0,560510879,19.49,15048.964444
4686,2010,9333.0,19399965.0,30.0,507935356,26.18,15048.964444
4690,2010,4490.0,9352391.0,18.0,52575523,5.62,15048.964444
4693,2010,422.0,988656.0,1.0,7752277,7.84,15048.964444
4695,2010,422.0,988656.0,1.0,7752277,7.84,15048.964444
4696,2010,14668.0,33835048.0,106.0,155652780,4.6,15048.964444
4699,2010,6333.0,14234746.0,69.0,83050028,5.83,15048.964444
4702,2010,8335.0,19600302.0,37.0,72602752,3.7,15048.964444
4704,2010,15064.0,31223446.0,53.0,591610917,18.95,15048.964444
4708,2010,10574.0,21871055.0,35.0,539035394,24.65,15048.964444
4712,2010,4490.0,9352391.0,18.0,52575523,5.62,15048.964444
4715,2010,3976.0,8145344.0,16.0,43698593,5.36,15048.964444
4718,2010,471.0,979097.0,2.0,4784796,4.89,15048.964444
4720,2010,3505.0,7166247.0,14.0,38913797,5.43,15048.964444
0,2009,12727.0,27269629.0,352.0,78998630,2.9,14478.064934
2,2009,507.0,1049057.0,2.0,5694014,5.43,14478.064934
5,2009,4320.0,8936590.0,16.0,49103741,5.49,14478.064934
8,2009,4755.0,9829456.0,19.0,54663594,5.56,14478.064934
12,2009,10871.0,22228560.0,37.0,530317449,23.86,14478.064934
16,2009,15626.0,32058016.0,56.0,584981043,18.25,14478.064934
18,2009,7915.0,18976759.0,34.0,67574014,3.56,14478.064934
21,2009,6072.0,13674334.0,75.0,78237416,5.72,14478.064934
24,2009,13987.0,32651093.0,109.0,145811430,4.47,14478.064934
26,2009,4238.0,8642855.0,23.0,80374613,9.3,14478.064934
29,2009,940.0,1937577.0,5.0,11253867,5.81,14478.064934
31,2009,3813.0,7887533.0,14.0,43409727,5.5,14478.064934
33,2009,11673.0,26428088.0,81.0,99629294,3.77,14478.064934
36,2009,4712.0,9586990.0,270.0,26551097,2.77,14478.064934
39,2009,1422.0,2787838.0,5.0,25124096,9.01,14478.064934
41,2009,155.0,348666.0,1.0,775532,2.22,14478.064934
44,2009,16385.0,36015078.0,351.0,126180391,3.5,14478.064934
46,2009,23101.0,49676160.0,399.0,98689944,1.99,14478.064934
48,2009,14233.0,31435266.0,403.0,97776844,3.11,14478.064934
50,2009,37334.0,81111426.0,802.0,196466788,2.42,14478.064934
53,2009,37430.0,82259134.0,487.0,209823974,2.55,14478.064934
56,2009,20549.0,44375031.0,723.0,131619395,2.97,14478.064934
59,2009,57979.0,126634165.0,1210.0,341443369,2.7,14478.064934
61,2009,119.0,282582.0,1.0,1860363,6.58,14478.064934
63,2009,119.0,282582.0,1.0,1860363,6.58,14478.064934
65,2009,119.0,282582.0,1.0,1860363,6.58,14478.064934
67,2009,119.0,282582.0,1.0,1860363,6.58,14478.064934
69,2009,237.0,565853.0,1.0,3471844,6.14,14478.064934
72,2009,6817.0,13928298.0,19.0,427634787,30.7,14478.064934
75,2009,7054.0,14494151.0,20.0,431106631,29.74,14478.064934
77,2009,1985.0,4030318.0,8.0,21717588,5.39,14478.064934
80,2009,1991.0,4045645.0,8.0,21717588,5.37,14478.064934
82,2009,462.0,893530.0,1.0,6499195,7.27,14478.064934
84,2009,960.0,1894308.0,4.0,18624901,9.83,14478.064934
87,2009,978.0,2004540.0,5.0,38710305,19.31,14478.064934
90,2009,1133.0,2353206.0,6.0,39485837,16.78,14478.064934
95,2009,3298.0,6705278.0,18.0,69120746,10.31,14478.064934
98,2009,1916.0,3991089.0,8.0,22199435,5.56,14478.064934
101,2009,529.0,1087004.0,3.0,6067772,5.58,14478.064934
104,2009,2445.0,5078093.0,11.0,28267207,5.57,14478.064934
106,2009,425.0,1000693.0,1.0,7474029,7.47,14478.064934
108,2009,425.0,1000693.0,1.0,7474029,7.47,14478.064934
111,2009,4755.0,9829456.0,19.0,54663594,5.56,14478.064934
115,2009,9715.0,19930170.0,32.0,498511794,25.01,14478.064934
119,2009,14470.0,29759626.0,51.0,553175388,18.59,14478.064934
121,2009,2506.0,5499776.0,12.0,35093268,6.38,14478.064934
123,2009,2506.0,5499776.0,12.0,35093268,6.38,14478.064934
125,2009,52.0,137976.0,1.0,384429,2.79,14478.064934
127,2009,208.0,307758.0,9.0,571776,1.86,14478.064934
129,2009,260.0,445734.0,10.0,956205,2.15,14478.064934
131,2009,263.0,546511.0,2.0,3657416,6.69,14478.064934
133,2009,263.0,546511.0,2.0,3657416,6.69,14478.064934
135,2009,16.0,32136.0,1.0,3980,0.12,14478.064934
137,2009,2.0,2501.0,1.0,658,0.26,14478.064934
139,2009,18.0,34637.0,2.0,4638,0.13,14478.064934
141,2009,68.0,170112.0,2.0,388409,2.28,14478.064934
144,2009,2979.0,6356546.0,24.0,39323118,6.19,14478.064934
147,2009,3047.0,6526658.0,26.0,39711527,6.08,14478.064934
149,2009,366.0,667459.0,8.0,842344,1.26,14478.064934
151,2009,415.0,807696.0,17.0,1153755,1.43,14478.064934
153,2009,781.0,1475155.0,25.0,1996099,1.35,14478.064934
155,2009,200.0,420989.0,1.0,3439987,8.17,14478.064934
157,2009,200.0,420989.0,1.0,3439987,8.17,14478.064934
159,2009,3084.0,7588179.0,12.0,25981589,3.42,14478.064934
161,2009,619.0,1286173.0,12.0,6637359,5.16,14478.064934
163,2009,3703.0,8874352.0,24.0,32618948,3.68,14478.064934
165,2009,8959.0,19664864.0,186.0,37170417,1.89,14478.064934
167,2009,6188.0,13218358.0,239.0,37548689,2.84,14478.064934
169,2009,15147.0,32883222.0,425.0,74719106,2.27,14478.064934
171,2009,12043.0,27253043.0,198.0,63152006,2.32,14478.064934
173,2009,6807.0,14504531.0,251.0,44186048,3.05,14478.064934
175,2009,18850.0,41757574.0,449.0,107338054,2.57,14478.064934
177,2009,2655.0,6152290.0,7.0,11504736,1.87,14478.064934
179,2009,1603.0,3350179.0,50.0,7291454,2.18,14478.064934
181,2009,4258.0,9502469.0,57.0,18796190,1.98,14478.064934
183,2009,15064.0,34072792.0,213.0,75499086,2.22,14478.064934
186,2009,9025.0,19083395.0,319.0,56071244,2.94,14478.064934
189,2009,24089.0,53156187.0,532.0,131570330,2.48,14478.064934
191,2009,10566.0,22544223.0,150.0,47738939,2.12,14478.064934
193,2009,6196.0,14222051.0,94.0,50993466,3.59,14478.064934
195,2009,16762.0,36766274.0,244.0,98732405,2.69,14478.064934
197,2009,4276.0,9718989.0,20.0,33148283,3.41,14478.064934
199,2009,633.0,1263318.0,19.0,5246634,4.15,14478.064934
201,2009,4909.0,10982307.0,39.0,38394917,3.5,14478.064934
203,2009,14842.0,32263212.0,170.0,80887222,2.51,14478.064934
205,2009,6829.0,15485369.0,113.0,56240100,3.63,14478.064934
207,2009,21671.0,47748581.0,283.0,137127322,2.87,14478.064934
209,2009,3211.0,6802210.0,55.0,12938244,1.9,14478.064934
211,2009,1435.0,3189757.0,53.0,8080934,2.53,14478.064934
213,2009,4646.0,9991967.0,108.0,21019178,2.1,14478.064934
215,2009,108.0,237397.0,2.0,494732,2.08,14478.064934
217,2009,280.0,574171.0,20.0,1810727,3.15,14478.064934
219,2009,388.0,811568.0,22.0,2305459,2.84,14478.064934
221,2009,18161.0,39302819.0,227.0,94320198,2.4,14478.064934
223,2009,8544.0,19249297.0,186.0,66131761,3.44,14478.064934
225,2009,26705.0,58552116.0,413.0,160451959,2.74,14478.064934
227,2009,1037.0,2015808.0,4.0,29945292,14.86,14478.064934
229,2009,1037.0,2015808.0,4.0,29945292,14.86,14478.064934
231,2009,23.0,60983.0,2.0,452456,7.42,14478.064934
233,2009,23.0,60983.0,2.0,452456,7.42,14478.064934
235,2009,31.0,77458.0,1.0,184812,2.39,14478.064934
237,2009,31.0,77458.0,1.0,184812,2.39,14478.064934
241,2009,68.0,170112.0,2.0,388409,2.28,14478.064934
244,2009,3233.0,6915976.0,28.0,43400373,6.28,14478.064934
247,2009,3301.0,7086088.0,30.0,43788782,6.18,14478.064934
250,2009,7066.0,14474225.0,17.0,455502689,31.47,14478.064934
252,2009,7068.0,14478571.0,17.0,455502689,31.46,14478.064934
254,2009,7847.0,18806647.0,32.0,67185605,3.57,14478.064934
256,2009,2839.0,6758358.0,47.0,34837043,5.15,14478.064934
258,2009,10686.0,25565005.0,79.0,102022648,3.99,14478.064934
260,2009,2656.0,6154886.0,7.0,11504736,1.87,14478.064934
262,2009,1604.0,3352775.0,50.0,7291454,2.17,14478.064934
263,2009,1091.0,2154249.0,7.0,30582560,14.2,14478.064934
266,2009,1091.0,2154249.0,7.0,30582560,14.2,14478.064934
268,2009,1731.0,3946526.0,11.0,17306790,4.39,14478.064934
270,2009,1276.0,2997015.0,35.0,10193773,3.4,14478.064934
272,2009,3007.0,6943541.0,46.0,27500563,3.96,14478.064934
274,2009,1695.0,4166489.0,7.0,12797413,3.07,14478.064934
276,2009,1740.0,4364810.0,26.0,22857859,5.24,14478.064934
278,2009,3435.0,8531299.0,33.0,35655272,4.18,14478.064934
280,2009,3068.0,7051979.0,13.0,28406603,4.03,14478.064934
282,2009,8081.0,17277662.0,244.0,57979452,3.36,14478.064934
285,2009,5558.0,12525176.0,48.0,48679489,3.89,14478.064934
288,2009,2523.0,4752486.0,196.0,9299963,1.96,14478.064934
291,2009,8081.0,17277662.0,244.0,57979452,3.36,14478.064934
