,period,average-employees,labor-hours,number-of-mines,production,productivity,GDP
2738,2003,3.0,6054.0,1.0,6564,1.08,11456.442041
2741,2003,2697.0,5728782.0,22.0,52723911,9.2,11456.442041
2744,2003,2752.0,5850091.0,24.0,53117647,9.08,11456.442041
2746,2003,223.0,342266.0,10.0,656743,1.92,11456.442041
2748,2003,344.0,716667.0,13.0,1907392,2.66,11456.442041
2750,2003,567.0,1058933.0,23.0,2564135,2.42,11456.442041
2752,2003,195.0,421418.0,1.0,3695385,8.77,11456.442041
2754,2003,195.0,421418.0,1.0,3695385,8.77,11456.442041
2756,2003,1773.0,4097496.0,12.0,17159861,4.19,11456.442041
2758,2003,443.0,980519.0,13.0,4336602,4.42,11456.442041
2760,2003,2216.0,5078015.0,25.0,21496463,4.23,11456.442041
2762,2003,8143.0,17119219.0,201.0,52077980,3.04,11456.442041
2764,2003,4896.0,10368571.0,174.0,39231175,3.78,11456.442041
2766,2003,13039.0,27487790.0,375.0,91309155,3.32,11456.442041
2768,2003,9916.0,21216715.0,213.0,69237841,3.26,11456.442041
2770,2003,5339.0,11349090.0,187.0,43567777,3.84,11456.442041
2772,2003,15255.0,32565805.0,400.0,112805618,3.46,11456.442041
2774,2003,2615.0,5962264.0,9.0,15375364,2.58,11456.442041
2776,2003,800.0,1592376.0,34.0,4742191,2.98,11456.442041
2778,2003,3415.0,7554640.0,43.0,20117555,2.66,11456.442041
2780,2003,12754.0,27521245.0,232.0,85269948,3.1,11456.442041
2783,2003,6678.0,14079551.0,235.0,53912745,3.83,11456.442041
2786,2003,19432.0,41600796.0,467.0,139182693,3.35,11456.442041
2788,2003,6934.0,15459810.0,123.0,56764162,3.67,11456.442041
2790,2003,4057.0,9649991.0,68.0,47997717,4.97,11456.442041
2792,2003,10991.0,25109801.0,191.0,104761879,4.17,11456.442041
2794,2003,3440.0,7423266.0,32.0,30028584,4.05,11456.442041
2796,2003,474.0,1047127.0,26.0,4920847,4.7,11456.442041
2798,2003,3914.0,8470393.0,58.0,34949431,4.13,11456.442041
2800,2003,10374.0,22883076.0,155.0,86792746,3.79,11456.442041
2802,2003,4531.0,10697118.0,94.0,52918564,4.95,11456.442041
2804,2003,14905.0,33580194.0,249.0,139711310,4.16,11456.442041
2805,2003,8643.0,19910478.0,78.0,88491435,4.44,11456.442041
2807,2003,6021.0,13498364.0,34.0,51779079,3.84,11456.442041
2809,2003,2622.0,6412114.0,44.0,36712356,5.73,11456.442041
2813,2003,3350.0,6920967.0,79.0,21225068,3.07,11456.442041
2815,2003,1370.0,3045617.0,44.0,10371244,3.41,11456.442041
2817,2003,4720.0,9966584.0,123.0,31596312,3.17,11456.442041
2819,2003,229.0,476810.0,2.0,3300017,6.92,11456.442041
2821,2003,222.0,456749.0,14.0,1755752,3.84,11456.442041
2822,2002,11473.0,24174825.0,59.0,512674341,21.21,10929.112955
2826,2002,8304.0,17567670.0,38.0,460552607,26.22,10929.112955
2830,2002,3169.0,6607155.0,21.0,52121734,7.89,10929.112955
2832,2002,681.0,1775344.0,2.0,12804057,7.21,10929.112955
2833,2002,75466.0,160842132.0,1426.0,1094283061,6.8,10929.112955
2838,2002,148.0,255861.0,27.0,987994,3.86,10929.112955
2841,2002,32466.0,70896371.0,745.0,735910100,10.38,10929.112955
2846,2002,42852.0,89689900.0,654.0,357384967,3.98,10929.112955
2850,2002,681.0,1775344.0,2.0,12804057,7.21,10929.112955
2852,2002,2065.0,4232524.0,13.0,35103060,8.29,10929.112955
2855,2002,649.0,1357767.0,5.0,9770945,7.2,10929.112955
2858,2002,1416.0,2874757.0,8.0,25332115,8.81,10929.112955
2860,2002,806.0,1596021.0,6.0,37385807,23.42,10929.112955
2863,2002,806.0,1596021.0,6.0,37385807,23.42,10929.112955
2866,2002,1674.0,3487830.0,7.0,28916344,8.29,10929.112955
2869,2002,39.0,92991.0,1.0,463478,4.98,10929.112955
2871,2002,2375.0,4997612.0,12.0,45246622,9.05,10929.112955
2874,2002,2375.0,4997612.0,12.0,45246622,9.05,10929.112955
2877,2002,1445.0,2978452.0,6.0,27162945,9.12,10929.112955
2880,2002,229.0,509378.0,1.0,1753399,3.44,10929.112955
2882,2002,1548.0,3287746.0,13.0,25303737,7.7,10929.112955
2884,2002,24.0,64726.0,1.0,267517,4.13,10929.112955
2886,2002,1524.0,3223020.0,12.0,25036220,7.77,10929.112955
2888,2002,4699.0,9795360.0,18.0,373161336,38.1,10929.112955
2891,2002,4699.0,9795360.0,18.0,373161336,38.1,10929.112955
2894,2002,548.0,1212358.0,1.0,5827162,4.81,10929.112955
2896,2002,548.0,1212358.0,1.0,5827162,4.81,10929.112955
2898,2002,548.0,1212358.0,1.0,5827162,4.81,10929.112955
2900,2002,548.0,1212358.0,1.0,5827162,4.81,10929.112955
2902,2002,99.0,230152.0,1.0,1145713,4.98,10929.112955
2904,2002,99.0,230152.0,1.0,1145713,4.98,10929.112955
2906,2002,99.0,230152.0,1.0,1145713,4.98,10929.112955
2908,2002,99.0,230152.0,1.0,1145713,4.98,10929.112955
2910,2002,50555.0,106674044.0,1222.0,396226488,3.71,10929.112955
2913,2002,16916.0,37220997.0,626.0,145443373,3.91,10929.112955
2916,2002,33639.0,69453047.0,596.0,250783115,3.61,10929.112955
2919,2002,32655.0,68318727.0,786.0,248565176,3.64,10929.112955
2921,2002,11598.0,25834671.0,318.0,111340400,4.31,10929.112955
2923,2002,21057.0,42484056.0,468.0,137224776,3.23,10929.112955
2925,2002,14511.0,30965278.0,395.0,128730019,4.16,10929.112955
2928,2002,4651.0,9976036.0,276.0,30087566,3.02,10929.112955
2931,2002,9860.0,20989242.0,119.0,98642453,4.7,10929.112955
2934,2002,3389.0,7390039.0,41.0,18931293,2.56,10929.112955
2936,2002,667.0,1410290.0,32.0,4015407,2.85,10929.112955
2938,2002,2722.0,5979749.0,9.0,14915886,2.49,10929.112955
2940,2002,8803.0,20348108.0,84.0,93395332,4.59,10929.112955
2942,2002,2820.0,6853923.0,49.0,39379586,5.75,10929.112955
2944,2002,5983.0,13494185.0,35.0,54015746,4.0,10929.112955
2948,2002,2874.0,5978782.0,19.0,50055990,8.37,10929.112955
2950,2002,7663.0,16362553.0,254.0,68393192,4.18,10929.112955
2953,2002,2601.0,5252282.0,185.0,12611867,2.4,10929.112955
2956,2002,5062.0,11110271.0,69.0,55781325,5.02,10929.112955
2959,2002,7663.0,16362553.0,254.0,68393192,4.18,10929.112955
2962,2002,13059.0,27429513.0,65.0,550446111,20.07,10929.112955
2966,2002,9890.0,20822358.0,44.0,498324377,23.93,10929.112955
2970,2002,3169.0,6607155.0,21.0,52121734,7.89,10929.112955
2972,2002,3488.0,7280670.0,23.0,59503837,8.17,10929.112955
2975,2002,614.0,1301888.0,4.0,9447847,7.26,10929.112955
2976,2002,2601.0,5252282.0,185.0,12611867,2.4,10929.112955
2979,2002,5062.0,11110271.0,69.0,55781325,5.02,10929.112955
2982,2002,872.0,1677572.0,67.0,1303468,0.78,10929.112955
2984,2002,643.0,1286871.0,41.0,998213,0.78,10929.112955
2986,2002,229.0,390701.0,26.0,305255,0.78,10929.112955
2988,2002,6791.0,14684981.0,187.0,67089724,4.57,10929.112955
2990,2002,1958.0,3965411.0,144.0,11613654,2.93,10929.112955
2992,2002,4833.0,10719570.0,43.0,55476070,5.18,10929.112955
2994,2002,8846.0,20385714.0,116.0,89808199,4.41,10929.112955
2996,2002,3637.0,8913220.0,86.0,44117144,4.95,10929.112955
2998,2002,5209.0,11472494.0,30.0,45691055,3.98,10929.112955
3000,2002,3577.0,7878217.0,22.0,33314366,4.23,10929.112955
3002,2002,531.0,1265195.0,7.0,6383146,5.05,10929.112955
3004,2002,3046.0,6613022.0,15.0,26931220,4.07,10929.112955
3006,2002,2702.0,6603035.0,34.0,35336634,5.35,10929.112955
3008,2002,1794.0,4515671.0,28.0,27427753,6.07,10929.112955
3010,2002,908.0,2087364.0,6.0,7908881,3.79,10929.112955
3012,2002,2567.0,5904462.0,60.0,21157199,3.58,10929.112955
3014,2002,1312.0,3132354.0,51.0,10306245,3.29,10929.112955
3016,2002,1255.0,2772108.0,9.0,10850954,3.91,10929.112955
3018,2002,960.0,1854036.0,7.0,31251559,16.86,10929.112955
3021,2002,960.0,1854036.0,7.0,31251559,16.86,10929.112955
3024,2002,8.0,18539.0,1.0,204648,11.04,10929.112955
3026,2002,8.0,18539.0,1.0,204648,11.04,10929.112955
3028,2002,13.0,23319.0,2.0,248016,10.64,10929.112955
3030,2002,13.0,23319.0,2.0,248016,10.64,10929.112955
3032,2002,939.0,1812178.0,4.0,30798895,17.0,10929.112955
3034,2002,939.0,1812178.0,4.0,30798895,17.0,10929.112955
3036,2002,21799.0,45933885.0,445.0,185181104,4.03,10929.112955
3038,2002,6777.0,15446447.0,167.0,73444563,4.75,10929.112955
3040,2002,15022.0,30487438.0,278.0,111736541,3.67,10929.112955
3042,2002,511.0,1093486.0,17.0,5147305,4.71,10929.112955
3043,2002,4646.0,9694617.0,18.0,396662606,40.92,10929.112955
3045,2002,4646.0,9694617.0,18.0,396662606,40.92,10929.112955
3047,2002,12704.0,26561575.0,391.0,98349255,3.7,10929.112955
3050,2002,3922.0,8163552.0,227.0,22076946,2.7,10929.112955
3053,2002,8782.0,18398023.0,164.0,76272309,4.15,10929.112955
3056,2002,9806.0,22239750.0,123.0,121059758,5.44,10929.112955
3059,2002,4597.0,10767256.0,93.0,75368703,7.0,10929.112955
3062,2002,5209.0,11472494.0,30.0,45691055,3.98,10929.112955
3064,2002,40688.0,86167611.0,824.0,354238838,4.11,10929.112955
3067,2002,14996.0,32955383.0,385.0,170938969,5.19,10929.112955
3070,2002,25692.0,53212228.0,439.0,183299869,3.44,10929.112955
3072,2002,12120.0,25617335.0,61.0,519647216,20.28,10929.112955
3076,2002,8951.0,19010180.0,40.0,467525482,24.59,10929.112955
3080,2002,3169.0,6607155.0,21.0,52121734,7.89,10929.112955
3082,2002,59493.0,127295974.0,1307.0,491927082,3.86,10929.112955
3086,2002,19871.0,44348742.0,676.0,187128221,4.22,10929.112955
3090,2002,39622.0,82947232.0,631.0,304798861,3.67,10929.112955
3093,2002,15825.0,33290297.0,92.0,601367985,18.06,10929.112955
3097,2002,12595.0,26547629.0,69.0,548781879,20.67,10929.112955
3101,2002,3230.0,6742668.0,23.0,52586106,7.8,10929.112955
3103,2002,11704.0,26482714.0,112.0,146622468,5.54,10929.112955
3106,2002,5660.0,12853016.0,75.0,92142350,7.17,10929.112955
3109,2002,6044.0,13629698.0,37.0,54480118,4.0,10929.112955
3112,2002,228.0,475351.0,14.0,1819681,3.83,10929.112955
3114,2002,283.0,618135.0,3.0,3327624,5.38,10929.112955
3116,2002,5041.0,10199022.0,137.0,29956063,2.94,10929.112955
3118,2002,1321.0,2911270.0,42.0,9465079,3.25,10929.112955
3120,2002,3720.0,7287752.0,95.0,20490984,2.81,10929.112955
3122,2002,16247.0,34641377.0,291.0,150077736,4.33,10929.112955
3124,2002,5228.0,12059826.0,111.0,62159803,5.15,10929.112955
3126,2002,11019.0,22581551.0,180.0,87917933,3.89,10929.112955
3128,2002,3770.0,7604777.0,64.0,34032323,4.48,10929.112955
3130,2002,510.0,1116049.0,26.0,5349773,4.79,10929.112955
3132,2002,3260.0,6488728.0,38.0,28682550,4.42,10929.112955
3134,2002,12477.0,27036600.0,227.0,116045413,4.29,10929.112955
3136,2002,4718.0,10943777.0,85.0,56810030,5.19,10929.112955
3138,2002,7759.0,16092823.0,142.0,59235383,3.68,10929.112955
3140,2002,21185.0,44613822.0,492.0,148544587,3.33,10929.112955
3143,2002,6856.0,14736793.0,238.0,56954647,3.86,10929.112955
3146,2002,14329.0,29877029.0,254.0,91589940,3.07,10929.112955
3148,2002,3389.0,7390039.0,41.0,18931293,2.56,10929.112955
3150,2002,667.0,1410290.0,32.0,4015407,2.85,10929.112955
3152,2002,2722.0,5979749.0,9.0,14915886,2.49,10929.112955
3154,2002,17042.0,35776577.0,427.0,124141999,3.47,10929.112955
3156,2002,5732.0,12333980.0,194.0,48553112,3.94,10929.112955
3158,2002,11310.0,23442597.0,233.0,75588887,3.22,10929.112955
